"Gene ID","name","HT 2","HT 3","HT 4","LN 1","LN 2","LN 3","Sp 3,4","Sp 5,6","Sp 7,8","Sp 9,10","Spl 1","Spl 2","Spl 3"
"ENSMUSG00000104342.1","RP23-7E4.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099847.1","Gm29458",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038128.7","Camk4",55,8,115,0,5,15,3,0,16,44,58,19,42
"ENSMUSG00000040785.19","Ttc3",147,323,513,0,489,289,120,117,20,50,128,593,31
"ENSMUSG00000047356.2","Lcn10",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108496.1","ENSMUSG00000108496.1",2,0,1,0,2,1,0,0,1,0,0,1,1
"ENSMUSG00000075289.5","Carns1",34,56,1,25,4,158,5,1,159,43,264,225,21
"ENSMUSG00000107639.1","ENSMUSG00000107639.1",37,32,35,10,56,10,41,3,8,30,14,46,68
"ENSMUSG00000093765.7","Gm20658",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059839.9","Zfp874b",0,0,3,0,0,77,0,0,0,0,130,0,20
"ENSMUSG00000041939.14","Mvk",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115125.1","ENSMUSG00000115125.1",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085482.1","A230083N12Rik",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000049907.8","Rasl11b",0,0,0,0,0,0,86,0,0,0,0,0,0
"ENSMUSG00000106329.1","ENSMUSG00000106329.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047370.5","Gm7367",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082765.3","Gm14411",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027309.18","4930402H24Rik",110,84,111,0,78,0,0,0,5,0,1,43,0
"ENSMUSG00000046718.8","Bst2",224,82,39,3,39,50,40,29,57,32,65,71,0
"ENSMUSG00000118499.1","ENSMUSG00000118499.1",10,21,18,1,36,29,22,12,23,9,6,6,14
"ENSMUSG00000117156.1","ENSMUSG00000117156.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026544.6","Dusp23",0,16,12,0,0,0,0,24,14,0,0,0,0
"ENSMUSG00000018659.12","Pnpo",0,0,0,0,2,14,1,1,0,0,0,0,13
"ENSMUSG00000053333.15","Dis3l2",149,0,0,0,0,115,4,0,62,0,0,74,60
"ENSMUSG00000026149.2","Tm4sf20",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081451.1","Gm12734",1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035694.15","Caps2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029564.12","4930519G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082950.1","Gm7834",0,0,0,0,0,6,0,0,0,0,0,0,3
"ENSMUSG00000031847.8","1700030J22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041014.17","Nrg3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034295.10","Fhod3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092193.1","Cd9-ps",3,0,0,2,0,0,0,0,0,1,10,9,1
"ENSMUSG00000095802.1","Gm7415",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049687.5","Fam109b",0,9,1,0,0,0,0,35,4,0,0,0,0
"ENSMUSG00000109813.2","ENSMUSG00000109813.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025958.14","Creb1",65,89,253,41,381,403,137,176,458,34,121,552,159
"ENSMUSG00000022639.14","5330426P16Rik",3,0,6,0,1,0,0,1,0,0,2,16,0
"ENSMUSG00000023947.8","Nfkbie",17,73,8,19,5,26,135,4,85,15,45,37,33
"ENSMUSG00000115641.1","ENSMUSG00000115641.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024792.9","Zfpl1",53,3,0,0,2,0,68,0,1,0,15,1,0
"ENSMUSG00000117957.1","ENSMUSG00000117957.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097121.2","D130020L05Rik",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000038242.12","Aox4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022371.16","Col14a1",92,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116756.1","ENSMUSG00000116756.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112710.1","ENSMUSG00000112710.1",1,11,0,0,0,4,0,1,0,1,15,0,1
"ENSMUSG00000118653.1","ENSMUSG00000118653.1",12,2,2,0,4,11,8,2,2,6,7,0,7
"ENSMUSG00000063779.6","Chil4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070313.8","A630095E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045140.8","Pigw",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000115503.1","ENSMUSG00000115503.1",0,5,9,0,2,2,2,0,1,1,2,2,1
"ENSMUSG00000022947.8","Cbr3",0,0,74,0,0,5,0,0,0,0,0,0,0
"ENSMUSG00000083830.1","Gm8839",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083457.1","Cyp4b1-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115378.1","ENSMUSG00000115378.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030051.10","Aplf",4,18,0,1,116,24,5,0,0,0,0,0,0
"ENSMUSG00000084333.1","Gm11599",0,0,0,0,2,3,0,0,1,1,1,3,0
"ENSMUSG00000106610.1","ENSMUSG00000106610.1",0,1,0,0,0,0,0,0,0,2,1,0,0
"ENSMUSG00000094673.4","Olfr1354",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047039.4","Olfr1151",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000005045.16","Chd5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031971.15","Ccsap",12,0,1,0,0,39,0,0,0,0,0,0,123
"ENSMUSG00000094615.2","Gm4899",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000020458.16","Rtn4",42,91,490,0,24,47,170,18,272,174,219,402,136
"ENSMUSG00000116988.1","ENSMUSG00000116988.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115326.1","ENSMUSG00000115326.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060098.11","Prmt7",4,118,9,0,0,1,38,0,0,0,86,0,23
"ENSMUSG00000033316.14","Galnt9",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000048188.6","Gm8181",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050621.7","Rps27rt",2963,2676,1923,821,2664,3216,1698,1152,2046,1205,3343,3069,2924
"ENSMUSG00000108238.1","ENSMUSG00000108238.1",3,7,1,0,0,69,0,0,2,37,18,1,0
"ENSMUSG00000081346.1","Gm12030",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033624.10","Pdpr",0,0,0,0,0,0,0,0,0,0,13,45,0
"ENSMUSG00000084350.1","Znf41-ps",0,0,19,0,0,0,0,0,26,0,0,3,0
"ENSMUSG00000070369.13","Itgad",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000014294.4","Ndufa2",185,72,81,68,59,211,91,3,135,54,142,140,240
"ENSMUSG00000063235.16","Ptpmt1",10,27,51,0,14,82,69,0,7,61,0,8,0
"ENSMUSG00000087614.1","Gm12514",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073415.4","Gm10501",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030385.4","2900092C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114650.1","ENSMUSG00000114650.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114504.1","ENSMUSG00000114504.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024901.15","Peli3",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081219.1","Bambi-ps1",0,0,0,0,0,7,0,0,1,0,0,0,0
"ENSMUSG00000110004.1","ENSMUSG00000110004.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000075267.9","Dfnb59",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087266.2","Gm15991",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044609.6","Gm9294",112,176,92,17,185,219,91,49,121,120,204,138,139
"ENSMUSG00000022304.13","Dpys",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098092.1","Gm2076",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063077.15","Kif1b",100,8,153,206,74,84,34,31,8,20,0,72,60
"ENSMUSG00000115142.1","ENSMUSG00000115142.1",11,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030499.9","Kctd15",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109506.1","ENSMUSG00000109506.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049902.6","4921517D22Rik",0,0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000117942.1","ENSMUSG00000117942.1",1,1,0,0,0,16,0,0,0,0,15,0,0
"ENSMUSG00000097482.2","Gm17634",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518.13","Dusp3",162,0,9,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032091.15","Tmprss4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064044.2","Olfr319",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047960.4","Olfr186",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057193.8","Slc44a2",210,293,249,61,596,419,121,228,414,199,282,298,626
"ENSMUSG00000107408.1","ENSMUSG00000107408.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025069.15","Gsto2",0,0,0,0,0,0,0,0,0,0,0,0,21
"ENSMUSG00000025511.15","Tspan4",35,0,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015335.16","Zdhhc12",0,1,0,7,2,1,0,0,0,22,0,62,60
"ENSMUSG00000109991.1","ENSMUSG00000109991.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093973.1","Mrgpra2a",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091955.2","Gm9844",45,21,20,8,58,51,25,14,25,16,35,30,25
"ENSMUSG00000090559.1","Gm17137",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097572.2","Gm26797",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093386.1","1700120O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111783.1","ENSMUSG00000111783.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112091.1","ENSMUSG00000112091.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041498.13","Kif14",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109101.1","ENSMUSG00000109101.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115793.1","ENSMUSG00000115793.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000009681.10","Bcr",14,0,0,0,80,17,0,0,101,0,82,0,63
"ENSMUSG00000059423.13","Zfp933",2,11,0,14,0,0,0,37,0,0,0,0,0
"ENSMUSG00000037031.10","Tspan15",22,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019866.15","Aim1",332,10,199,4,206,143,56,14,0,0,375,25,180
"ENSMUSG00000110946.1","ENSMUSG00000110946.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107189.1","ENSMUSG00000107189.1",0,1,0,0,1,4,1,0,1,0,1,0,0
"ENSMUSG00000030560.17","Ctsc",563,21,252,2,59,332,14,63,175,1,106,180,257
"ENSMUSG00000112458.1","ENSMUSG00000112458.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090119.1","Gm8185",21,8,16,0,5,2,0,0,0,1,1,0,24
"ENSMUSG00000035397.8","Klf16",7,46,2,0,5,51,0,1,5,7,0,9,12
"ENSMUSG00000118283.1","ENSMUSG00000118283.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113931.1","ENSMUSG00000113931.1",0,2,0,0,2,2,1,0,0,0,0,0,0
"ENSMUSG00000068922.14","Msto1",0,0,1,0,0,11,0,0,0,0,5,4,0
"ENSMUSG00000042351.9","Grap2",192,80,63,58,577,359,117,40,40,172,390,155,246
"ENSMUSG00000084927.1","Gm5724",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108227.1","ENSMUSG00000108227.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021646.9","Mccc2",124,275,0,20,0,7,0,0,0,0,0,0,193
"ENSMUSG00000034486.8","Gbx2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000018921.11","Pelp1",7,20,13,0,1,0,0,1,104,0,0,0,4
"ENSMUSG00000107618.1","ENSMUSG00000107618.1",0,0,0,0,0,0,0,0,3,18,0,0,0
"ENSMUSG00000077714.1","Snord17",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008398.16","Elk3",363,1,14,5,234,56,52,9,122,40,63,434,240
"ENSMUSG00000085463.1","9430024E24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022789.15","Dnm1l",13,138,162,14,106,190,0,44,80,57,116,23,41
"ENSMUSG00000118053.1","ENSMUSG00000118053.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098336.1","Mir6388",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046402.10","Rbp1",348,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000042345.15","Ubash3a",27,237,28,17,222,231,111,34,106,396,452,168,141
"ENSMUSG00000052698.15","Tln2",16,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028840.10","Zfp593",0,18,5,0,8,34,0,2,1,5,39,0,9
"ENSMUSG00000021987.9","Mtmr6",510,109,438,63,4,335,0,99,421,0,69,2,110
"ENSMUSG00000074170.5","Plekhf1",0,0,0,0,0,0,29,0,0,0,0,0,0
"ENSMUSG00000108548.1","ENSMUSG00000108548.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083079.4","Amy2b",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108334.1","ENSMUSG00000108334.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113636.1","ENSMUSG00000113636.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000581.8","C1d",4,0,143,0,26,10,0,0,0,0,48,0,0
"ENSMUSG00000018820.13","Zfyve27",0,0,1,1,71,127,70,15,0,0,0,30,18
"ENSMUSG00000022197.16","Pdzd2",8,0,0,0,0,1,0,0,0,2,0,0,0
"ENSMUSG00000057058.16","Skap1",615,589,164,24,338,368,73,70,225,189,519,319,498
"ENSMUSG00000029686.15","Cul1",306,145,43,0,15,281,182,117,147,25,108,18,35
"ENSMUSG00000040520.7","Manea",8,0,15,0,0,15,41,0,1,0,1,0,0
"ENSMUSG00000003721.14","Insig2",181,0,2,0,31,238,173,0,74,0,1,0,0
"ENSMUSG00000020390.12","Ube2b",1681,267,637,314,1670,564,272,133,395,105,654,653,515
"ENSMUSG00000094777.2","Hist1h2ap",96,48,7,2,94,374,145,10,0,4,41,82,57
"ENSMUSG00000078592.2","Gm4609",36,17,11,0,15,33,4,2,6,10,14,15,6
"ENSMUSG00000112136.1","ENSMUSG00000112136.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059323.14","Tonsl",43,9,0,0,0,0,0,0,0,0,5,0,41
"ENSMUSG00000030562.17","Nox4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112001.1","ENSMUSG00000112001.1",14,16,20,0,17,22,3,1,7,6,6,9,11
"ENSMUSG00000109460.1","ENSMUSG00000109460.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112855.1","ENSMUSG00000112855.1",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000023008.18","Fmnl3",69,1,25,28,232,46,0,0,3,0,13,25,31
"ENSMUSG00000031066.10","Usp11",3,10,22,0,8,4,2,1,20,2,5,113,57
"ENSMUSG00000036242.15","3632451O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040370.13","Lyrm5",61,2,4,0,0,0,0,0,0,0,8,77,0
"ENSMUSG00000102749.1","RP23-268A12.3",13,1,0,0,67,0,0,0,0,0,0,0,4
"ENSMUSG00000088514.1","Gm24436",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065767.1","Gm23849",1,0,0,0,0,0,8,0,17,7,0,0,0
"ENSMUSG00000093826.1","Gm6900",62,176,106,8,129,110,69,38,80,34,45,69,119
"ENSMUSG00000004187.11","Kifc2",20,7,0,2,0,0,0,0,0,15,7,2,24
"ENSMUSG00000081851.1","Gm13323",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036181.2","Hist1h1c",129,52,7,0,60,304,0,2,58,0,243,7,15
"ENSMUSG00000037466.13","4930427A07Rik",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106177.1","ENSMUSG00000106177.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083128.1","Gm12723",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064408.1","Gm23924",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061298.14","Agbl4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095455.1","Mup-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089687.2","Rab42",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108092.1","ENSMUSG00000108092.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091989.1","Gm17257",18,25,27,7,15,38,4,18,48,8,8,8,22
"ENSMUSG00000083119.1","Gm14724",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079588.3","Tmem182",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071424.10","Grid2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096434.1","Gm22129",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090071.4","Cdk5r2",0,0,0,0,0,0,4,0,0,0,0,0,0
"ENSMUSG00000015468.14","Notch4",64,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094403.1","Mir692-2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069114.8","Zbtb10",157,331,4,82,0,87,1,147,57,0,3,2,0
"ENSMUSG00000058354.7","Krt6a",3,3,1,0,0,3,1,1,0,0,2,0,1
"ENSMUSG00000039835.16","Nhsl1",0,0,0,0,0,8,0,0,0,0,0,0,0
"ENSMUSG00000114264.1","ENSMUSG00000114264.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040659.3","Efhd2",235,170,90,148,229,583,157,61,327,19,175,241,209
"ENSMUSG00000041679.9","Lrrc29",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081170.1","Gm12922",218,190,71,26,201,239,69,87,151,78,149,148,193
"ENSMUSG00000053049.3","Gm15413",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032000.17","Birc3",189,187,210,90,126,128,51,24,35,52,6,73,158
"ENSMUSG00000098201.1","Gm26983",1,1,4,0,1,6,3,1,0,1,6,5,3
"ENSMUSG00000033105.12","Lss",21,0,0,0,0,0,0,62,0,0,0,0,0
"ENSMUSG00000039824.4","Myl6b",1,1,2,0,0,1,6,0,1,0,0,2,2
"ENSMUSG00000038246.7","Fam50b",0,0,2,0,0,1,0,2,0,0,0,0,0
"ENSMUSG00000062234.14","Gak",152,121,251,50,275,69,229,187,457,64,364,156,101
"ENSMUSG00000114963.1","ENSMUSG00000114963.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039194.16","Rlbp1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082322.2","Gm9164",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038822.15","Hace1",347,2,1,0,0,387,12,62,283,148,65,0,2
"ENSMUSG00000040331.16","Nsmce4a",124,105,138,62,125,112,72,9,252,124,176,57,65
"ENSMUSG00000088855.1","Gm24724",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001670.13","Tat",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035919.16","Bbs9",0,0,8,33,0,0,0,0,0,0,0,0,62
"ENSMUSG00000056632.8","Dsg3",0,0,0,0,0,0,0,0,0,0,0,0,7
"ENSMUSG00000027835.11","Pdcd10",171,156,611,17,124,96,12,47,160,428,23,547,151
"ENSMUSG00000090936.2","Gm17705",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087309.1","4930528P14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100691.1","2010320M18Rik",0,0,0,0,1,85,0,0,0,0,0,0,0
"ENSMUSG00000022203.7","Efs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024370.17","Cdc23",9,24,13,125,0,86,34,12,75,134,137,40,78
"ENSMUSG00000118260.1","ENSMUSG00000118260.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089722.2","Gm11711",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030301.17","Ccdc91",66,9,85,0,47,40,0,0,0,0,15,2,0
"ENSMUSG00000066113.16","Adamtsl1",0,0,1,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098240.1","Gm4575",0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029279.15","Brdt",104,0,0,1,41,45,0,0,0,20,0,0,0
"ENSMUSG00000108650.1","ENSMUSG00000108650.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040605.7","Bace2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089759.7","3632454L22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082580.3","Gm13182",0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000066060.5","Gm12866",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021240.6","Abcd4",54,22,0,0,0,32,9,30,0,0,2,4,22
"ENSMUSG00000111429.1","ENSMUSG00000111429.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094665.1","Gm24873",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028138.8","Adh5",119,48,113,36,227,106,72,6,9,42,0,94,2
"ENSMUSG00000086813.1","Gm13657",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021198.16","Unc79",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112670.1","ENSMUSG00000112670.1",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000020740.13","Gga3",144,78,6,19,55,87,12,0,107,40,24,32,148
"ENSMUSG00000098042.1","Gm5710",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062421.13","Arf2",48,0,50,130,26,324,0,0,0,0,0,3,0
"ENSMUSG00000074919.2","Gm10787",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043099.4","Hic1",50,208,0,0,0,0,4,0,65,0,0,57,235
"ENSMUSG00000104294.1","RP24-406M9.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117384.1","ENSMUSG00000117384.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090565.7","4930405O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050241.8","Klre1",0,0,0,0,2,0,0,20,0,0,0,0,0
"ENSMUSG00000104493.1","RP23-430H22.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102448.1","RP23-209N14.4",0,0,0,0,0,0,33,13,90,31,0,78,61
"ENSMUSG00000057499.3","Gm6177",2,7,1,0,0,3,2,1,0,0,0,0,1
"ENSMUSG00000081428.1","Tpt1-ps2",5,0,1,2,1,3,0,0,2,1,3,1,4
"ENSMUSG00000105645.1","ENSMUSG00000105645.1",2,3,0,0,4,3,4,0,0,0,2,4,2
"ENSMUSG00000061313.8","Ddhd2",0,0,0,0,0,51,0,0,0,44,56,0,0
"ENSMUSG00000034101.14","Ctnnd1",452,90,23,3,1,1,6,4,0,1,1,9,0
"ENSMUSG00000006235.6","Epor",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030231.11","Plekha5",0,314,15,3,139,10,5,118,0,5,3,266,229
"ENSMUSG00000058064.6","Gm10036",173,188,185,53,140,245,104,75,158,72,151,173,140
"ENSMUSG00000043140.10","Tmem186",0,0,8,0,2,0,0,0,8,3,0,28,24
"ENSMUSG00000087249.1","Gm16062",0,0,0,0,0,0,0,0,0,0,0,0,19
"ENSMUSG00000034379.9","Wdr5b",0,0,0,0,0,1,0,0,23,0,2,0,0
"ENSMUSG00000113138.1","ENSMUSG00000113138.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081663.1","Gm11207",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047810.9","Ccdc88b",1,1,1,1,11,75,39,30,83,3,36,79,14
"ENSMUSG00000031799.10","Tpm4",4406,1397,1838,474,813,1140,958,449,1288,557,782,863,1890
"ENSMUSG00000052713.9","Zfp608",66,63,0,1,0,19,0,0,179,0,3,24,16
"ENSMUSG00000116641.1","ENSMUSG00000116641.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029446.14","Psph",14,1,30,1,97,0,10,21,74,224,102,0,0
"ENSMUSG00000098009.1","Gm5597",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082381.1","Gm12928",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061371.7","Zfp873",81,0,4,0,0,80,0,2,0,0,0,0,0
"ENSMUSG00000044250.8","Pced1b",49,172,141,0,48,324,130,112,0,177,69,349,89
"ENSMUSG00000106112.1","ENSMUSG00000106112.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021983.16","Atp8a2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108677.1","ENSMUSG00000108677.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037318.10","Traf3ip3",91,203,47,60,36,119,198,52,199,83,120,178,113
"ENSMUSG00000093619.1","4930535L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037295.7","Ldlrap1",11,175,4,0,12,5,19,35,1,84,40,38,10
