"Gene ID","name","HRT D4 P1","HRT D4 P2","HRT D4 P3","HRT D4 T1","HRT D4 T2","HRT D4 T3","HRT D7 P4","HRT D7 P5","HRT D7 P6","HRT D7 T1","HRT D7 T3","HRT D7 T4"
"ENSMUSG00000107559.1","ENSMUSG00000107559.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115457.1","ENSMUSG00000115457.1",4,4,1,12,2,1,4,6,6,3,1,3
"ENSMUSG00000116836.1","ENSMUSG00000116836.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089875.2","Etohd2",0,0,0,2,0,0,5,1,0,2,3,0
"ENSMUSG00000007613.15","Tgfbr1",240,156,86,397,209,84,711,417,641,511,331,227
"ENSMUSG00000023966.8","Rsph9",3,0,0,3,0,0,2,2,3,1,2,0
"ENSMUSG00000107777.1","ENSMUSG00000107777.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000009114.17","2610028H24Rik",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000078307.3","AI593442",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055717.13","Slain1",1,0,0,0,0,0,1,0,0,0,4,1
"ENSMUSG00000032396.17","Dis3l",25,24,13,21,26,5,22,11,32,22,16,12
"ENSMUSG00000043505.8","Gimap5",2,0,0,5,0,0,0,0,0,0,1,0
"ENSMUSG00000083372.1","Gm11235",0,0,2,0,2,0,0,0,1,1,0,1
"ENSMUSG00000039826.13","Trub2",18,9,10,19,16,6,27,15,17,7,3,4
"ENSMUSG00000102476.1","RP23-227A12.5",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000038227.15","Hoxa9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031403.14","Dkc1",14,8,9,30,12,7,19,5,16,4,7,8
"ENSMUSG00000103828.1","RP23-137B16.3",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000004393.10","Ddx56",18,24,8,19,20,8,21,12,25,12,18,5
"ENSMUSG00000107876.1","ENSMUSG00000107876.1",0,0,0,4,1,0,2,0,5,0,3,4
"ENSMUSG00000086911.1","Gm12027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002055.9","Spag5",24,33,16,20,16,17,11,6,21,17,1,15
"ENSMUSG00000085811.1","Cep112os2",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000098627.7","4930524O08Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097937.1","Gm6967",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000036167.16","Pphln1",97,68,35,62,47,59,67,42,82,59,38,38
"ENSMUSG00000110301.1","ENSMUSG00000110301.1",0,4,0,0,0,0,2,0,0,7,0,1
"ENSMUSG00000053004.9","Hrh1",1,6,0,2,0,0,1,0,2,5,2,4
"ENSMUSG00000083307.1","AA414768",2,2,3,3,0,0,2,0,1,0,0,0
"ENSMUSG00000102606.1","RP24-286C21.2",1,0,0,1,1,0,0,0,4,2,1,0
"ENSMUSG00000041354.16","Rgl2",50,42,12,80,52,18,100,50,92,59,41,28
"ENSMUSG00000103443.1","RP23-82P18.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113412.1","ENSMUSG00000113412.1",2,2,3,0,1,0,0,0,2,0,1,2
"ENSMUSG00000036330.12","Slc18a1",1,0,3,6,5,0,0,2,5,0,1,0
"ENSMUSG00000111897.1","ENSMUSG00000111897.1",20,16,22,38,21,6,48,14,33,36,14,21
"ENSMUSG00000027408.7","Cpxm1",7,0,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000111731.1","ENSMUSG00000111731.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000083538.1","Gm16016",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101482.1","Gm28883",1,1,0,2,0,0,3,3,2,0,1,0
"ENSMUSG00000118430.1","ENSMUSG00000118430.1",0,0,0,0,0,0,0,0,3,1,0,0
"ENSMUSG00000063160.12","Numbl",0,2,2,13,1,0,2,6,23,0,0,0
"ENSMUSG00000093402.1","Gm18588",0,1,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000115302.1","ENSMUSG00000115302.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081670.1","Gm15697",0,0,0,0,0,0,0,0,2,0,4,0
"ENSMUSG00000087355.7","Gm13187",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081975.1","Gm12482",3,0,0,1,1,0,1,1,0,0,0,0
"ENSMUSG00000030653.17","Pde2a",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022836.11","Mylk",10,7,8,17,14,1,12,11,22,19,21,0
"ENSMUSG00000049539.3","Hist1h1a",1,2,1,0,1,6,0,1,0,3,0,0
"ENSMUSG00000103916.1","RP23-239I17.4",0,0,0,1,0,0,1,0,4,0,1,0
"ENSMUSG00000045322.10","Tlr9",13,7,4,23,37,2,0,0,7,3,13,8
"ENSMUSG00000084265.1","Gm14541",5,8,2,7,11,1,10,5,10,12,7,2
"ENSMUSG00000111606.1","ENSMUSG00000111606.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098206.1","A430106G13Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032718.4","Mansc1",0,2,2,1,1,0,0,0,0,3,0,0
"ENSMUSG00000106596.1","ENSMUSG00000106596.1",3,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041966.18","Dcaf17",27,9,21,36,13,5,24,13,29,26,10,17
"ENSMUSG00000083658.1","Gm15798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082051.1","Gm16072",4,2,6,3,2,2,5,10,5,7,3,1
"ENSMUSG00000108724.1","ENSMUSG00000108724.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020658.10","Efr3b",1,0,1,0,0,0,5,2,0,2,4,1
"ENSMUSG00000028082.14","Sh3d19",3,4,3,16,2,0,7,2,20,1,5,4
"ENSMUSG00000029177.9","Cenpa",128,139,112,219,127,68,169,71,144,129,107,87
"ENSMUSG00000025014.13","Dntt",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080316.11","Spaca6",1,4,0,0,0,3,1,0,1,4,0,1
"ENSMUSG00000069808.13","Fam57a",5,1,0,5,1,1,0,11,4,5,3,2
"ENSMUSG00000037204.7","Atg101",30,5,3,26,13,4,17,11,36,9,14,13
"ENSMUSG00000039179.13","Tekt5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116659.1","ENSMUSG00000116659.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112026.1","ENSMUSG00000112026.1",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090468.3","Gm2840",0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000029769.16","Ccdc136",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000082357.1","Gm13542",0,0,0,0,1,0,0,1,0,0,1,0
"ENSMUSG00000024378.9","Stard4",48,29,50,138,64,8,123,25,55,33,44,35
"ENSMUSG00000117099.1","ENSMUSG00000117099.1",0,1,0,0,0,0,0,1,0,0,2,0
"ENSMUSG00000114557.1","ENSMUSG00000114557.1",0,0,0,0,0,0,2,0,0,1,0,0
"ENSMUSG00000104221.1","RP23-347F2.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104762.1","ENSMUSG00000104762.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000102908.1","RP23-159D18.2",6,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000100518.1","4930440C22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109779.1","ENSMUSG00000109779.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072501.5","Phf20l1",41,62,27,80,31,22,105,62,79,63,56,31
"ENSMUSG00000095932.3","Vmn1r49",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072572.9","Slc39a2",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000083487.1","Gm13888",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036718.17","Micall2",2,1,0,1,0,0,1,0,1,0,1,0
"ENSMUSG00000047123.8","Ticam1",30,16,6,20,30,8,28,15,27,9,13,6
"ENSMUSG00000085311.1","Gm15445",8,15,7,6,7,7,4,34,6,14,13,9
"ENSMUSG00000020534.14","Shmt1",14,14,10,22,10,1,7,7,4,10,1,0
"ENSMUSG00000000701.8","Tcl1b5",0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000048218.6","Amigo2",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095028.6","Sirpb1b",200,158,75,146,110,70,247,131,220,141,81,107
"ENSMUSG00000117416.1","ENSMUSG00000117416.1",44,19,6,58,12,13,54,22,28,38,14,12
"ENSMUSG00000104984.1","ENSMUSG00000104984.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000058230.12","Arhgap35",8,1,4,1,0,0,1,3,16,0,2,1
"ENSMUSG00000029999.14","Tgfa",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000105147.1","ENSMUSG00000105147.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117800.1","ENSMUSG00000117800.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000090164.8","BC035044",9,7,2,14,1,0,3,7,9,5,8,9
"ENSMUSG00000114009.1","ENSMUSG00000114009.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030228.18","Pik3c2g",0,1,0,1,0,0,2,0,0,0,0,0
"ENSMUSG00000111008.1","ENSMUSG00000111008.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019797.11","1700021F05Rik",42,32,21,13,29,11,20,22,36,23,20,9
"ENSMUSG00000067147.7","Rpl7a-ps11",29,21,18,46,42,10,42,19,39,34,23,13
"ENSMUSG00000032570.17","Atp2c1",111,129,70,135,67,44,154,116,160,105,86,64
"ENSMUSG00000021760.5","Gpx8",7,0,0,3,0,0,2,1,2,0,3,0
"ENSMUSG00000102966.1","RP24-136L1.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010154.7","Spire2",0,0,0,3,1,0,0,0,0,0,0,0
"ENSMUSG00000052928.9","Ctif",5,7,0,11,10,1,3,1,6,2,1,6
"ENSMUSG00000046413.14","Irx3os",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034891.13","Sncb",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115762.1","ENSMUSG00000115762.1",3,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107155.1","ENSMUSG00000107155.1",0,0,0,0,0,0,2,0,0,1,0,0
"ENSMUSG00000113228.1","ENSMUSG00000113228.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053153.14","Spag16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114325.1","ENSMUSG00000114325.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026790.19","Odf2",13,36,11,55,18,22,33,46,61,27,30,24
"ENSMUSG00000031486.15","Gpr124",0,0,0,1,0,0,0,1,0,0,1,0
"ENSMUSG00000112596.1","ENSMUSG00000112596.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050157.6","Gm867",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085725.2","Gm15873",0,0,0,0,11,0,1,0,0,0,0,0
"ENSMUSG00000081716.1","Gm14839",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000040856.17","Dlk1",0,0,0,0,0,1,0,0,0,2,0,0
"ENSMUSG00000109601.1","ENSMUSG00000109601.1",4,1,0,1,1,0,1,5,2,0,2,0
"ENSMUSG00000118536.1","ENSMUSG00000118536.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096993.3","Gm26787",0,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000073233.4","Gm9144",4,4,1,6,2,4,5,1,2,6,4,5
"ENSMUSG00000072680.11","Tmem254c",8,5,0,8,12,4,20,11,20,12,14,9
"ENSMUSG00000089967.1","Gm16550",1,0,0,0,0,0,0,0,1,1,0,1
"ENSMUSG00000085609.1","1700016P03Rik",1,1,0,1,0,0,0,0,7,0,2,2
"ENSMUSG00000094392.1","Gm3788",34,18,21,35,8,10,23,14,32,7,9,9
"ENSMUSG00000040213.13","Ccbl2",2,4,5,3,5,0,5,3,6,0,1,0
"ENSMUSG00000087674.7","4930447M23Rik",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000118282.1","ENSMUSG00000118282.1",0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000063873.10","Slc24a3",3,5,6,3,3,1,4,0,0,0,0,1
"ENSMUSG00000078674.2","Mup18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062121.3","Olfr149",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085714.1","Gm13008",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019647.16","Sema6a",4,0,0,1,0,0,0,0,1,35,5,1
"ENSMUSG00000113991.1","ENSMUSG00000113991.1",0,1,0,0,0,0,1,0,0,2,1,0
"ENSMUSG00000021927.7","Gm5803",40,28,17,45,25,23,22,10,30,11,8,8
"ENSMUSG00000112784.1","ENSMUSG00000112784.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111942.1","ENSMUSG00000111942.1",0,0,0,0,0,0,1,0,1,0,0,1
"ENSMUSG00000104279.1","RP24-252K15.4",2,0,0,0,0,0,8,0,0,0,3,0
"ENSMUSG00000038732.15","Mboat1",18,13,18,3,7,1,6,7,16,7,3,3
"ENSMUSG00000114029.1","ENSMUSG00000114029.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022385.11","Gtse1",9,4,9,8,14,7,1,15,0,4,3,2
"ENSMUSG00000091329.2","1700112D23Rik",0,0,0,0,0,0,2,0,1,0,0,0
"ENSMUSG00000096829.1","Gm23771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042510.7","AA986860",0,0,0,0,0,0,0,1,0,1,0,0
"ENSMUSG00000115656.1","ENSMUSG00000115656.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101220.1","Gm6717",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000107396.2","ENSMUSG00000107396.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053600.8","Zfp472",10,4,5,17,4,4,7,7,9,10,6,4
"ENSMUSG00000073676.4","Hspe1",200,193,142,313,149,91,258,130,277,234,141,100
"ENSMUSG00000115882.1","ENSMUSG00000115882.1",3,0,0,0,1,0,0,0,1,1,0,0
"ENSMUSG00000117963.1","ENSMUSG00000117963.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000054932.6","Afp",0,0,0,2,0,0,1,0,0,0,0,0
"ENSMUSG00000108802.1","ENSMUSG00000108802.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000107254.1","ENSMUSG00000107254.1",2,0,0,2,0,0,0,0,0,0,1,1
"ENSMUSG00000096326.2","Ighv1-78",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022474.15","Pmm1",2,2,6,10,1,0,3,0,6,4,6,3
"ENSMUSG00000027270.14","Lamp5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027615.14","Hps3",61,54,70,69,78,34,73,76,106,92,54,72
"ENSMUSG00000020926.16","Adam11",0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000098469.1","Gm27170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063875.6","Rps6-ps1",3,7,4,10,8,2,13,6,13,3,3,6
"ENSMUSG00000055775.16","Myh8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022019.16","Tdrd3",7,5,13,21,13,0,23,8,14,18,15,7
"ENSMUSG00000083582.1","Gm15393",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000018479.12","1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048495.16","Tyw5",16,16,4,19,10,5,27,9,23,8,6,6
"ENSMUSG00000027188.8","Pamr1",0,0,0,0,0,0,0,0,2,0,1,1
"ENSMUSG00000006850.8","Tmco6",15,8,1,4,4,3,12,9,5,9,8,1
"ENSMUSG00000109472.1","ENSMUSG00000109472.1",4,2,0,2,2,1,4,1,5,1,3,0
"ENSMUSG00000043051.17","Disc1",2,0,2,4,2,0,0,3,1,6,1,0
"ENSMUSG00000083803.1","Gm12455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054890.2","Olfr1535",0,0,0,0,0,1,1,3,1,0,1,0
"ENSMUSG00000080968.3","Gm1862",1,0,0,2,2,0,1,0,6,0,0,0
"ENSMUSG00000116213.1","ENSMUSG00000116213.1",0,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000037139.15","Myom3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020829.9","Slc46a1",8,16,4,12,4,12,17,18,5,14,9,13
"ENSMUSG00000111548.1","ENSMUSG00000111548.1",2,3,2,16,0,7,10,6,5,2,1,4
"ENSMUSG00000116850.1","ENSMUSG00000116850.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110847.1","ENSMUSG00000110847.1",1,1,0,1,0,0,0,0,2,0,0,0
"ENSMUSG00000021260.8","Hhipl1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034341.17","Wbp2",313,280,142,583,397,136,398,296,525,299,197,145
"ENSMUSG00000084314.1","Rps15a-ps3",0,0,1,1,2,0,4,2,0,1,3,0
"ENSMUSG00000114985.1","ENSMUSG00000114985.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114687.1","ENSMUSG00000114687.1",6,2,3,5,3,0,2,2,2,3,1,1
"ENSMUSG00000116660.1","ENSMUSG00000116660.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028789.16","Azin2",5,0,1,18,5,1,11,14,9,5,0,1
"ENSMUSG00000091305.1","Gm17100",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076550.3","Igkv4-63",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031104.2","Rab33a",0,6,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030551.14","Nr2f2",0,0,3,9,4,0,7,1,2,6,9,11
"ENSMUSG00000064515.1","n-R5s162",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100632.1","9430060I03Rik",3,1,0,2,0,0,3,7,5,0,3,1
"ENSMUSG00000070476.10","Fam217b",13,18,13,27,16,2,14,23,32,14,15,23
"ENSMUSG00000016995.17","Matn4",0,0,0,0,0,0,1,3,1,3,0,1
"ENSMUSG00000115122.1","ENSMUSG00000115122.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026094.14","Stk17b",425,296,233,670,345,231,584,327,522,508,397,306
"ENSMUSG00000051359.15","Ncald",0,0,0,1,0,0,2,0,1,0,0,0
"ENSMUSG00000114263.1","ENSMUSG00000114263.1",0,0,0,1,0,0,0,0,0,0,0,2
"ENSMUSG00000114988.1","ENSMUSG00000114988.1",2,0,1,0,0,0,0,0,5,0,0,0
"ENSMUSG00000091945.2","Vmn2r114",0,0,0,0,0,0,0,0,1,4,0,0
"ENSMUSG00000032291.8","Crabp1",0,0,0,0,0,0,0,0,1,2,0,0
"ENSMUSG00000103032.1","RP23-149A5.4",3,5,7,0,2,12,11,0,1,1,4,0
"ENSMUSG00000029126.7","Nsg1",0,0,0,0,0,0,2,0,4,3,0,0
"ENSMUSG00000078234.6","Klhdc7a",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105265.4","ENSMUSG00000105265.4",0,0,0,0,0,0,0,1,1,0,3,0
"ENSMUSG00000039395.8","Mreg",24,4,4,12,3,4,2,62,11,47,7,68
"ENSMUSG00000084145.3","Gm12263",2,1,1,0,0,0,7,0,0,1,0,3
"ENSMUSG00000028670.14","Lypla2",47,46,26,53,35,14,56,38,55,34,32,29
"ENSMUSG00000034175.13","Rhbdd3",22,17,9,13,7,1,19,20,11,9,15,5
"ENSMUSG00000073627.7","C130036L24Rik",0,2,0,0,0,5,3,3,0,0,0,0
"ENSMUSG00000051256.10","Jagn1",22,29,18,47,19,4,48,14,47,32,22,17
"ENSMUSG00000079492.2","Gm11127",2,0,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000113341.1","ENSMUSG00000113341.1",0,0,0,1,0,0,0,0,5,0,0,0
"ENSMUSG00000111173.1","ENSMUSG00000111173.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043458.5","Pcdhb12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003135.15","Cnot11",40,25,8,26,14,12,24,16,18,28,12,14
"ENSMUSG00000080893.1","Gm15920",46,52,25,39,43,21,44,20,40,31,18,23
"ENSMUSG00000062470.10","Fbxl12os",0,4,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000039801.7","2410089E03Rik",18,16,4,18,12,7,15,10,33,14,5,6
"ENSMUSG00000093581.1","Gm18006",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083964.1","Gm14122",3,3,1,0,3,0,3,1,2,2,1,0
"ENSMUSG00000078097.3","Gm10913",3,0,1,1,0,0,1,0,2,0,0,0
"ENSMUSG00000074890.4","Lcmt2",3,4,1,19,2,3,12,3,6,15,6,3
"ENSMUSG00000038402.2","Foxf2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042659.15","Arrdc4",44,96,23,49,37,15,65,41,40,60,39,28
"ENSMUSG00000114778.1","ENSMUSG00000114778.1",3,2,3,13,7,0,6,3,4,10,8,2
"ENSMUSG00000054763.9","Defb42",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000037709.13","Fam13a",0,0,2,12,5,0,0,1,9,0,0,0
"ENSMUSG00000082324.1","Gm14615",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033777.4","Tlr13",224,238,122,403,235,110,287,193,358,140,144,86
"ENSMUSG00000005994.14","Tyrp1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026864.13","Hspa5",944,694,541,862,513,372,602,410,827,711,410,309
"ENSMUSG00000028433.14","Ubap2",43,19,22,46,21,30,64,25,38,32,34,18
"ENSMUSG00000089898.2","Gm14199",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000030406.7","Gipr",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020486.19","Sept4",1,0,0,2,0,0,0,0,0,3,1,0
"ENSMUSG00000030098.15","Grip2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097090.1","Gm26724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107262.1","ENSMUSG00000107262.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096652.1","Mup-ps9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031007.2","Atp6ap2",1021,656,497,1096,594,394,1132,660,1404,985,579,428
"ENSMUSG00000054258.9","Gm5082",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020611.14","Gna13",642,586,367,683,343,254,626,479,738,540,446,297
"ENSMUSG00000097399.7","Gm26555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073902.5","Gm1966",10,8,6,18,6,11,24,8,12,17,21,20
"ENSMUSG00000028717.12","Tal1",4,6,1,17,9,15,4,1,8,39,15,13
"ENSMUSG00000074224.3","4932431P20Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058183.14","Mmel1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039994.15","Timeless",11,10,10,6,1,4,2,9,7,6,8,5
"ENSMUSG00000019984.16","Med23",20,15,14,33,32,20,55,25,29,22,38,5
"ENSMUSG00000097442.1","Gm26632",0,0,0,0,0,0,0,0,3,1,0,0
"ENSMUSG00000042631.7","Xkr7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020988.9","L2hgdh",0,1,3,0,5,0,2,0,3,4,2,3
"ENSMUSG00000083136.1","Gm15170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081389.2","Gm13368",1,1,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108865.1","ENSMUSG00000108865.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020439.17","Smtn",3,2,3,4,3,1,6,3,3,6,1,0
"ENSMUSG00000029403.14","Cdkl2",2,1,0,3,3,1,10,3,0,0,0,8
"ENSMUSG00000115578.1","ENSMUSG00000115578.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087175.7","Gm15133",0,1,0,0,0,2,0,1,0,2,0,0
"ENSMUSG00000052595.8","A1cf",0,0,0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000037855.15","Zfp365",0,3,0,3,0,2,0,0,0,0,2,0
"ENSMUSG00000022544.14","Fam86",27,11,12,17,26,9,22,10,31,25,14,8
"ENSMUSG00000056350.7","Krtap13-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089661.9","Mia",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096796.1","1700021P04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098362.1","Mir130c",0,0,0,2,0,0,1,1,4,0,1,0
"ENSMUSG00000054708.17","Ankrd24",7,0,0,0,2,0,3,3,1,3,0,0
"ENSMUSG00000075125.2","Olfr1181",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059128.3","Ifnl2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045514.5","Olfr460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042258.13","Isl1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037216.5","Lipt1",1,5,1,6,0,3,1,0,0,0,0,3
"ENSMUSG00000045314.5","Sowahb",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056498.13","Tmem154",30,9,10,46,26,11,42,20,28,0,9,12
"ENSMUSG00000000416.16","Cttnbp2",0,3,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000034793.15","G6pc3",46,27,36,53,18,3,52,43,63,20,30,21
"ENSMUSG00000087120.1","Gm12279",0,0,0,0,2,0,0,0,3,0,0,0
"ENSMUSG00000028860.13","Sytl1",2,0,3,0,0,0,1,1,0,0,0,0
"ENSMUSG00000035614.11","Fam179b",30,40,26,108,49,21,69,36,57,59,28,33
"ENSMUSG00000035407.8","Kank4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039670.2","Oxld1",7,0,0,10,12,1,12,7,10,3,9,1
"ENSMUSG00000034903.18","Cobll1",0,0,0,0,0,0,5,0,2,0,0,0
"ENSMUSG00000006010.14","BC003331",97,61,32,114,74,26,149,75,134,108,51,28
"ENSMUSG00000113706.1","ENSMUSG00000113706.1",127,60,30,199,122,55,138,55,157,113,63,40
"ENSMUSG00000031078.15","Cttn",2,1,6,2,3,2,3,1,3,2,5,2
"ENSMUSG00000102967.1","RP23-357P12.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082646.1","Gm12732",0,1,1,1,3,1,2,5,1,1,0,1
